Source,Experiment,Dog,Trial,Type,Button,Time,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,18.884,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,22.75,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,34.783,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,36.767,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,37.033,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,53.652,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial3,CSC,Kida,3,Press,Daxing,3.152,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial3,CSC,Kida,3,Press,Daxing,9.154,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial3,CSC,Kida,3,Press,Daxing,25.404,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial3,CSC,Kida,3,Press,Daxing,28.783,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial4,CSC,Kida,4,Speak,Food,6.655,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kida_Trial4,CSC,Kida,4,Speak,Food,7.405,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Kida_Trial4,CSC,Kida,4,Speak,Food,9.317,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial4,CSC,Kida,4,Speak,Food,19.567,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial4,CSC,Kida,4,Speak,Food,54.653,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial5,CSC,Kida,5,Speak,Outside,4.137,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial5,CSC,Kida,5,Speak,Outside,27.017,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial5,CSC,Kida,5,Speak,Outside,27.153,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial5,CSC,Kida,5,Speak,Outside,56.267,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kida_Trial5,CSC,Kida,5,Speak,Outside,56.467,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Kida_Trial6,CSC,Kida,6,Press,Play,32.159,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial6,CSC,Kida,6,Press,Play,57,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,0.905,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,7.033,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,9.634,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,11.634,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,18.888,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,26.366,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,26.885,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,28.14,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,31.9,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,39.638,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial7,CSC,Kida,7,Speak,Daxing,40.133,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial8,CSC,Kida,8,Press,Outside,1.652,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Kida_Trial8,CSC,Kida,8,Press,Outside,8.217,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial8,CSC,Kida,8,Press,Outside,9.651,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kida_Trial8,CSC,Kida,8,Press,Outside,47.15,60,60,,Food-Directed Behaviors,,Sitting / Lying by bowl,POINT
CSC_Kiki_Trial2,CSC,Kiki,2,Speak,Daxing,0,60,60,,Head Tilting,,Left,POINT
CSC_Kiki_Trial2,CSC,Kiki,2,Speak,Daxing,36.902,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial2,CSC,Kiki,2,Speak,Daxing,46.655,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial2,CSC,Kiki,2,Speak,Daxing,56.9,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial3,CSC,Kiki,3,Press,Outside,56.483,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial4,CSC,Kiki,4,Press,Food,43.386,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial4,CSC,Kiki,4,Press,Food,45.433,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial5,CSC,Kiki,5,Speak,Play,0.42,60,60,,Head Tilting,,None,POINT
CSC_Kiki_Trial5,CSC,Kiki,5,Speak,Play,8.136,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kiki_Trial5,CSC,Kiki,5,Speak,Play,9.134,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Kiki_Trial5,CSC,Kiki,5,Speak,Play,10.683,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kiki_Trial5,CSC,Kiki,5,Speak,Play,14.383,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kiki_Trial6,CSC,Kiki,6,Press,Daxing,18.136,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kiki_Trial6,CSC,Kiki,6,Press,Daxing,19.635,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Kiki_Trial6,CSC,Kiki,6,Press,Daxing,21.385,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Kiki_Trial6,CSC,Kiki,6,Press,Daxing,25.467,60,60,,Lip/Nose Licking,,,POINT
CSC_Kiki_Trial7,CSC,Kiki,7,Speak,Food,0,60,60,,Head Tilting,,Left,POINT
CSC_Kiki_Trial7,CSC,Kiki,7,Speak,Food,7.183,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kiki_Trial7,CSC,Kiki,7,Speak,Food,7.533,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Kiki_Trial7,CSC,Kiki,7,Speak,Food,7.933,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Kiki_Trial7,CSC,Kiki,7,Speak,Food,14.567,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,2.1,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,13.033,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,18.155,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,23.767,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,31.517,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,36.905,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,49.467,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,26.25,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,43.138,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,45.385,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,52.417,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,6.403,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,12.653,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,17.901,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,23.901,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,27.385,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,27.636,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Kipo_Trial5,CSC,Kipo,5,Press,Outside,7.633,58.27,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial5,CSC,Kipo,5,Press,Outside,33.902,58.27,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial5,CSC,Kipo,5,Press,Outside,52.3,58.27,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,18.401,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,40.885,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,41.135,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,43.905,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,46.655,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,8.817,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,9.25,59.37,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,10.767,59.37,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,10.875,59.37,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,31.136,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,35.886,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,2.933,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,5.117,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,12.717,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,15.233,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,17.583,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,17.717,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,20.638,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,21.567,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,24,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,30.135,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,42.6,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,42.634,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial1,CSC,Lina,1,Speak,Play,45.1,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,17.917,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,18.183,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,31.85,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,32.017,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,37,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,38.637,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,48.637,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial2,CSC,Lina,2,Press,Daxing,49.134,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial3,CSC,Lina,3,Speak,Food,1.55,60,60,,Door-Directed Behaviors,,Sitting / Lying by Door,POINT
CSC_Lina_Trial3,CSC,Lina,3,Speak,Food,46.05,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial3,CSC,Lina,3,Speak,Food,46.367,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial3,CSC,Lina,3,Speak,Food,47.833,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,2.25,27.3,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,5.15,27.3,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,9.267,27.3,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,9.583,27.3,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,11.368,27.3,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,14.14,27.3,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,14.634,27.3,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,16.387,27.3,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,17.9,27.3,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial4,CSC,Lina,4,Speak,Outside,18.5,27.3,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Lina_Trial5,CSC,Lina,5,Press,Play,0.917,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lina_Trial5,CSC,Lina,5,Press,Play,3.904,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial5,CSC,Lina,5,Press,Play,4.683,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial5,CSC,Lina,5,Press,Play,17.15,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial5,CSC,Lina,5,Press,Play,38.3,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial5,CSC,Lina,5,Press,Play,38.635,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial6,CSC,Lina,6,Speak,Daxing,17.906,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial6,CSC,Lina,6,Speak,Daxing,30.402,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,0,60,60,,Door-Directed Behaviors,,Sitting / Lying by Door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,3.8,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,7.3,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,17.2,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,25.886,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,26.384,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,28.386,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,33.783,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,34.017,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,35.65,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,40.167,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,46.433,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial7,CSC,Lina,7,Press,Outside,46.567,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,8.4,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,8.583,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,9.567,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,11.317,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,13.6,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,17.55,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,19.139,60,60,,Lip/Nose Licking,,,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,22.7,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,43.183,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,46.117,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,46.917,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,47.267,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,53.933,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,54.267,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,55.888,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lina_Trial8,CSC,Lina,8,Press,Food,56.384,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lola_Trial1,CSC,Lola,1,Press,Outside,15.151,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial1,CSC,Lola,1,Press,Outside,44.683,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lola_Trial2,CSC,Lola,2,Press,Food,48.389,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial3,CSC,Lola,3,Speak,Play,22.933,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lola_Trial3,CSC,Lola,3,Speak,Play,37.117,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lola_Trial3,CSC,Lola,3,Speak,Play,39.183,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial4,CSC,Lola,4,Press,Daxing,2.833,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lola_Trial4,CSC,Lola,4,Press,Daxing,3.367,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lola_Trial4,CSC,Lola,4,Press,Daxing,5.405,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial4,CSC,Lola,4,Press,Daxing,15.633,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial4,CSC,Lola,4,Press,Daxing,31.151,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial4,CSC,Lola,4,Press,Daxing,52.833,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial5,CSC,Lola,5,Speak,Food,16.167,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial5,CSC,Lola,5,Speak,Food,41.233,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial5,CSC,Lola,5,Speak,Food,42.717,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial6,CSC,Lola,6,Speak,Outside,20.083,60.005,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial6,CSC,Lola,6,Speak,Outside,59.8,60.005,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lola_Trial6,CSC,Lola,6,Speak,Outside,60.005,60.005,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lola_Trial7,CSC,Lola,7,Press,Play,31.467,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial8,CSC,Lola,8,Speak,Daxing,3.067,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial8,CSC,Lola,8,Speak,Daxing,52.433,60,60,,Lip/Nose Licking,,,POINT
CSC_Lola_Trial8,CSC,Lola,8,Speak,Daxing,57.9,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,12.55,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,12.733,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,13.134,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,23.386,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,23.635,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,26.733,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,44.136,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial1,CSC,Lucy,1,Speak,Outside,58.154,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial2,CSC,Lucy,2,Press,Play,2.133,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial2,CSC,Lucy,2,Press,Play,7.654,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial2,CSC,Lucy,2,Press,Play,20.96,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial2,CSC,Lucy,2,Press,Play,21.386,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial2,CSC,Lucy,2,Press,Play,41.45,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial3,CSC,Lucy,3,Speak,Daxing,56.137,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial4,CSC,Lucy,4,Press,Outside,3.967,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial4,CSC,Lucy,4,Press,Outside,4.2,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial4,CSC,Lucy,4,Press,Outside,4.652,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial4,CSC,Lucy,4,Press,Outside,10.933,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial4,CSC,Lucy,4,Press,Outside,11.35,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,11.15,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,11.407,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,13.404,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,19.637,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,20.138,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,20.639,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,29.433,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,40.6,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,42.135,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial5,CSC,Lucy,5,Press,Food,44.138,60,60,,Lip/Nose Licking,,,POINT
CSC_Lucy_Trial6,CSC,Lucy,6,Speak,Play,3.654,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial6,CSC,Lucy,6,Speak,Play,4.633,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial7,CSC,Lucy,7,Press,Daxing,21.2,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial7,CSC,Lucy,7,Press,Daxing,21.888,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lucy_Trial7,CSC,Lucy,7,Press,Daxing,22.637,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial8,CSC,Lucy,8,Speak,Food,8.267,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lucy_Trial8,CSC,Lucy,8,Speak,Food,9.151,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial8,CSC,Lucy,8,Speak,Food,9.902,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Lucy_Trial8,CSC,Lucy,8,Speak,Food,16.396,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Lucy_Trial8,CSC,Lucy,8,Speak,Food,27.138,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
