Source,Experiment,Dog,Trial,Type,Button,Time,Total Length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,5.225,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,5.705,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,6.246,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,16.756,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,16.936,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,17.537,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,20.36,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,20.54,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,21.921,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,25.045,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,29.429,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,34.234,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,37.297,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,38.198,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,40.24,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,40.48,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,46.846,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,47.567,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,48.948,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,49.189,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,14.294,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,14.534,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,16.576,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,18.618,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,19.219,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,19.519,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,20.3,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,20.96,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,21.381,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,22.522,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,22.702,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,23.303,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,23.483,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,23.663,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,24.264,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,26.186,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,26.546,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,27.207,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,31.636,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,55.975,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,4.504,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,4.864,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,4.924,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,6.966,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,7.627,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.03,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.33,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.75,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.87,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,18.318,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,19.339,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,27.867,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,39.099,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,52.132,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,52.252,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,2.042,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,12.912,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,18.138,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,21.081,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,23.723,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,31.351,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,37.057,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial1,CSC,Kipo,1,Speak,Food,49.309,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,44.564,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,44.804,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,52.432,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial2,CSC,Kipo,2,Speak,Outside,54.594,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,6.306,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,12.912,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,18.078,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,23.483,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial3,CSC,Kipo,3,Press,Play,27.447,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial4,CSC,Kipo,4,Speak,Daxing,35.615,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial5,CSC,Kipo,5,Press,Outside,7.136,58.27,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial5,CSC,Kipo,5,Press,Outside,33.634,58.27,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial5,CSC,Kipo,5,Press,Outside,52.134,58.27,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,17.957,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,20.885,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,30.385,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,40.6,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,40.78,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,43.423,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,46.126,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial6,CSC,Kipo,6,Press,Food,47.447,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,8.854,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,9.092,59.37,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,10.815,59.37,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,11.053,59.37,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,15.391,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,31.258,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial7,CSC,Kipo,7,Speak,Play,35.834,59.37,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial8,CSC,Kipo,8,Press,Daxing,17.897,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial8,CSC,Kipo,8,Press,Daxing,38.258,60,60,,Lip/Nose Licking,,,POINT
CSC_Kipo_Trial8,CSC,Kipo,8,Press,Daxing,56.396,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial1,CSC,Lulu,1,Press,Daxing,1.151,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lulu_Trial1,CSC,Lulu,1,Press,Daxing,1.201,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Lulu_Trial1,CSC,Lulu,1,Press,Daxing,14.234,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Lulu_Trial1,CSC,Lulu,1,Press,Daxing,57.057,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial1,CSC,Lulu,1,Press,Daxing,60,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial3,CSC,Lulu,3,Speak,Outside,0,60,60,,Head Tilting,,Left,POINT
CSC_Lulu_Trial3,CSC,Lulu,3,Speak,Outside,6.606,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,8.588,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,13.153,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,17.897,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,18.078,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,19.279,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,26.966,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,27.147,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Lulu_Trial4,CSC,Lulu,4,Press,Play,35.915,60,60,,Head Tilting,,Left,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,0.48,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,20.54,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,33.393,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,34.054,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,34.174,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,35.075,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,36.385,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,36.885,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,43.243,60,60,,Door-Directed Behaviors,,Sitting / Lying by Door,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,45.465,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial5,CSC,Lulu,5,Speak,Daxing,58.618,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,6.126,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,8.048,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,12.012,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,12.252,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,23.963,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,40.36,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,48.048,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,49.669,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lulu_Trial6,CSC,Lulu,6,Press,Outside,58.498,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lulu_Trial7,CSC,Lulu,7,Press,Food,0,60,60,,Head Tilting,,Left,POINT
CSC_Lulu_Trial7,CSC,Lulu,7,Press,Food,24.744,60,60,,Head Tilting,,Left,POINT
CSC_Lulu_Trial7,CSC,Lulu,7,Press,Food,43.723,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Lulu_Trial7,CSC,Lulu,7,Press,Food,43.783,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Lulu_Trial7,CSC,Lulu,7,Press,Food,47.567,60,60,,Door-Directed Behaviors,,Sitting / Lying by Door,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,0.96,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,1.441,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,15.495,60,60,,Lip/Nose Licking,,,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,26.906,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,26.966,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,31.951,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,32.432,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,34.654,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Lulu_Trial8,CSC,Lulu,8,Speak,Play,58.618,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Monty_Trial1,CSC,Monty,1,Press,Play,0.06,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Monty_Trial1,CSC,Monty,1,Press,Play,3.243,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Monty_Trial1,CSC,Monty,1,Press,Play,3.843,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Monty_Trial2,CSC,Monty,2,Speak,Daxing,0,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial2,CSC,Monty,2,Speak,Daxing,58.978,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,9.429,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,17.237,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,22.282,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,22.942,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,29.489,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,34.954,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial3,CSC,Monty,3,Press,Outside,35.435,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial4,CSC,Monty,4,Press,Food,0.78,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial4,CSC,Monty,4,Press,Food,6.546,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Monty_Trial4,CSC,Monty,4,Press,Food,7.687,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Monty_Trial4,CSC,Monty,4,Press,Food,9.609,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial4,CSC,Monty,4,Press,Food,19.099,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial4,CSC,Monty,4,Press,Food,24.324,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,0.06,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,12.852,60,60,,Head Tilting,,Right,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,23.423,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,23.483,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,23.543,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,27.927,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial5,CSC,Monty,5,Speak,Play,40.66,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial6,CSC,Monty,6,Press,Daxing,1.981,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial6,CSC,Monty,6,Press,Daxing,20.84,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial6,CSC,Monty,6,Press,Daxing,36.036,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial6,CSC,Monty,6,Press,Daxing,48.048,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial7,CSC,Monty,7,Speak,Food,0.06,60,60,,Head Tilting,,Right,POINT
CSC_Monty_Trial8,CSC,Monty,8,Speak,Outside,3.963,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial8,CSC,Monty,8,Speak,Outside,4.504,60,60,,Lip/Nose Licking,,,POINT
CSC_Monty_Trial8,CSC,Monty,8,Speak,Outside,5.225,60,60,,Lip/Nose Licking,,,POINT
